paper_id,title,pmid,doi,year,journal,source_collections,in_current_program,in_hpmi,in_pi_backlog,center,pi_candidates,paper_status
pmid-40844272,Recent advances in the inference of deep viral evolutionary history.,40844272,10.1128/jvi.00292-25,2025,Journal of virology,current-program,yes,no,no,,,metadata_ingested
pmid-40840759,AlphaCross-XL: A Seamless Tool for Automated and Proteome-Scale Mapping of Cross-Linked Peptides Onto 3D Protein Structures.,40840759,10.1016/j.mcpro.2025.101057,2025,Molecular & cellular proteomics : MCP,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-40832362,Profibrotic monocyte-derived alveolar macrophages as a biomarker and therapeutic target in systemic sclerosis-associated interstitial lung disease.,40832362,10.1101/2025.08.07.669006,2025,bioRxiv : the preprint server for biology,current-program,yes,no,no,,,metadata_ingested
pmid-40830262,Redefining druggable targets with artificial intelligence.,40830262,10.1038/s41587-025-02770-1,2025,Nature biotechnology,pi-backlog,no,no,yes,HPMI,Nevan Krogan,metadata_ingested
pmid-40802739,An mRNA-based broad-spectrum antiviral inspired by ISG15 deficiency protects against viral infections in vitro and in vivo.,40802739,10.1126/scitranslmed.adx5758,2025,Science translational medicine,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-40799958,A study protocol for the assessment of antibiotic use and bacterial antimicrobial resistance among children under five years of age: implications for a resource-limited setting.,40799958,10.1101/2025.08.03.25332900,2025,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-40797270,"A Simple, Quick, and Scalable Route to Fluorogenic Ubiquitin and Ubiquitin-Like Protein Substrates for Assessing Activities of Deubiquitinases and Ubiquitin-Like Protein-Specific Proteases.",40797270,10.1021/acschembio.5c00446,2025,ACS chemical biology,pi-backlog,no,no,yes,SYBIL,Sumit Chanda,metadata_ingested
pmid-40796194,Infinite Mixture Models for Improved Modeling of Across-Site Evolutionary Variation.,40796194,10.1093/molbev/msaf199,2025,Molecular biology and evolution,current-program,yes,no,no,,,metadata_ingested
pmid-40796112,Helminth infections affect host immune responses to viral infections and vaccines.,40796112,10.1093/femsre/fuaf036,2025,FEMS microbiology reviews,pi-backlog,no,no,yes,SYBIL,Michael Schotsaert,metadata_ingested
pmid-40795015,Letter of Concern from the Association of Academic Chairs of Emergency Medicine Regarding ACGME Proposed Changes.,40795015,10.5811/westjem.48840,2025,The western journal of emergency medicine,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-40791728,Development of a pilot machine learning model to predict successful cure in critically ill patients with community-acquired pneumonia.,40791728,10.1101/2025.07.14.25331407,2025,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-40791481,Programmable translational inhibition by a molecular glue-oligonucleotide conjugate.,40791481,10.1101/2025.07.15.664547,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-40791423,Bioluminescent reporter influenza A viruses to track viral infections.,40791423,10.1101/2025.07.15.664884,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-40787973,[Chronic coronary syndrome - new ESC guidelines].,40787973,,2025,Lakartidningen,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-40786117,Zigzag path connects two Monte Carlo samplers: Hamiltonian counterpart to a piecewise deterministic Markov process.,40786117,10.1080/01621459.2024.2395587,2025,Journal of the American Statistical Association,current-program,yes,no,no,,,metadata_ingested
pmid-40778124,"Real-time, multi-pathogen wastewater genomic surveillance with Freyja 2.",40778124,10.1101/2025.07.26.25332245,2025,medRxiv : the preprint server for health sciences,current-program,yes,no,no,,,metadata_ingested
pmid-40777430,Distinct antibody-based signatures and functionality distinguish latent and active pediatric tuberculosis.,40777430,10.1101/2025.07.21.665984,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-40777401,Human iPSC derived alveolar macrophages reveal macrophage subtype specific functions of itaconate in M. tuberculosis host defense.,40777401,10.1101/2025.07.23.664455,2025,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-40777357,textToKnowledgeGraph: Generation of Molecular Interaction Knowledge Graphs Using Large Language Models for Exploration in Cytoscape.,40777357,10.1101/2025.07.17.664328,2025,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-40766693,Coronavirus protein interaction mapping in bat and human cells identifies molecular and genetic switches for immune evasion and replication.,40766693,10.1101/2025.07.26.666918,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,,Adolfo Garcia-Sastre;Melanie Ott,metadata_ingested
pmid-40766380,"An unusual genetic switch controls Mycobacterium avium pathogenesis, antibiotic resistance and colony morphology.",40766380,10.1101/2025.07.28.667291,2025,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-40763318,Serum Levels of Aryl Hydrocarbon Receptor Plasma Agonist Activity Are Reduced in Patients With NMOSD and Correlate With Disease Activity.,40763318,10.1212/NXI.0000000000200457,2025,Neurology(R) neuroimmunology & neuroinflammation,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Michael Yeaman,metadata_ingested
pmid-40758886,"The entities enabling scientific fraud at scale are large, resilient, and growing rapidly.",40758886,10.1073/pnas.2420092122,2025,Proceedings of the National Academy of Sciences of the United States of America,current-program,yes,no,no,,,metadata_ingested
pmid-40758871,Influenza A virus NS1 protein mimics oncogenic PI3K resulting in isoform specific cellular redistribution and activation.,40758871,10.1073/pnas.2423066122,2025,Proceedings of the National Academy of Sciences of the United States of America,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-40758270,Psychometric properties of the Positive and Adverse Childhood Experiences Survey (PACES) in clients with opioid use disorder.,40758270,10.1037/tra0001996,2025,"Psychological trauma : theory, research, practice and policy",pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-40756165,"Prospective cohort study to evaluate Lassa fever incidence, symptoms and coinfection with malaria in West Africa: the Enable Lassa Research Programme ('ENABLE 1.5') - study protocol.",40756165,10.1136/bmjph-2024-001960,2025,BMJ public health,pi-backlog,no,no,yes,CViSB,Donald S Grant,metadata_ingested
pmid-40747555,"Identification of amino acid residues in polymerase PB2 responsible for differential replication and pathogenicity of avian influenza virus H5N1 isolated from human and cattle in Texas, US.",40747555,10.1080/22221751.2025.2542247,2025,Emerging microbes & infections,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-40741602,AAV8-based gene replacement therapy for hereditary spastic paraplegia type 5.,40741602,10.1016/j.omtm.2025.101531,2025,Molecular therapy. Methods & clinical development,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-40731125,Developing and validating machine learning models to predict next-day extubation.,40731125,10.1038/s41598-025-12264-4,2025,Scientific reports,current-program,yes,no,no,,,metadata_ingested
pmid-40728174,Impact of Dapagliflozin on Cardiometabolic Outcomes After Acute Myocardial Infarction According to Baseline Glycemic Status and Body Mass Index: Subanalyses of the DAPA-MI Trial.,40728174,10.1161/JAHA.124.040327,2025,Journal of the American Heart Association,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-40719420,Recognizing amino acid sidechains in a medium-resolution cryo-electron density map.,40719420,10.1002/pro.70217,2025,Protein science : a publication of the Protein Society,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-40710566,Amelioration of Metabolic Syndrome by Co-Administration of Lactobacillus johnsonii CRL1231 and Wheat Bran in Mice via Gut Microbiota and Metabolites Modulation.,40710566,10.3390/metabo15070466,2025,Metabolites,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-40701969,Open-source computational pipeline flags instances of acute respiratory distress syndrome in mechanically ventilated adult patients.,40701969,10.1038/s41467-025-61418-5,2025,Nature communications,current-program,yes,no,no,,,metadata_ingested
pmid-40701148,A STAT3/integrin axis accelerates pancreatic cancer initiation and progression.,40701148,10.1016/j.celrep.2025.116010,2025,Cell reports,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-40687705,Baseline predictors for 28-day COVID-19 severity and mortality among hospitalized patients: results from the IMPACC study.,40687705,10.3389/fmed.2025.1604388,2025,Frontiers in medicine,pi-backlog,no,no,yes,UCLA-Persistent-BSI,Elaine Reed,metadata_ingested
pmid-40680581,The number of apheresis procedures to treat immune-mediated neurological diseases is on the rise.,40680581,10.1016/j.transci.2025.104208,2025,Transfusion and apheresis science : official journal of the World Apheresis Association : official journal of the European Society for Haemapheresis,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-40678224,Detecting Evolutionary Change-Points with Branch-Specific Substitution Models and Shrinkage Priors.,40678224,10.21203/rs.3.rs-6926809/v1,2025,Research square,current-program,yes,no,no,,,metadata_ingested
pmid-40674209,"Genome-wide association studies of human and rat BMI converge on synapse, epigenome, and hormone signaling networks.",40674209,10.1016/j.celrep.2025.116044,2025,Cell reports,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-40672248,The mevalonate pathway of isoprenoid biosynthesis supports metabolic flexibility in Mycobacterium marinum.,40672248,10.1101/2025.07.11.664281,2025,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-40671951,Detecting Evolutionary Change-Points with Branch-Specific Substitution Models and Shrinkage Priors.,40671951,,2025,ArXiv,current-program,yes,no,no,,,metadata_ingested
pmid-40671523,Directed evolution expands CRISPR-Cas12a genome-editing capacity.,40671523,10.1093/nar/gkaf649,2025,Nucleic acids research,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-40667012,A combination TLR7/8 and RIG-I agonist adjuvant reverts asthmatic allergic sensitization and prevents aggravated influenza infection in OVA-sensitized mice.,40667012,10.1101/2025.06.23.659362,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,SYBIL,Michael Schotsaert,metadata_ingested
pmid-40666368,Common and rare genetic variants show network convergence for a majority of human traits.,40666368,10.1101/2025.06.27.25330419,2025,medRxiv : the preprint server for health sciences,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-40658245,"Correspondence on ""A common longitudinal intensive care unit data format (CLIF) for critical illness research"". Author's reply.",40658245,10.1007/s00134-025-08029-2,2025,Intensive care medicine,current-program,yes,no,no,,,metadata_ingested
pmid-40654703,Recognizing amino acid sidechains in a medium resolution cryo-electron density map.,40654703,10.1101/2024.12.10.627859,2025,bioRxiv : the preprint server for biology,pi-backlog,no,no,yes,HPMI,Andrej Sali,metadata_ingested
pmid-40654677,Improving RNA Secondary Structure Prediction Through Expanded Training Data.,40654677,10.1101/2025.05.03.652028,2025,bioRxiv : the preprint server for biology,hpmi,no,yes,no,HPMI,,metadata_ingested
pmid-40652001,A live attenuated NS1-deficient vaccine candidate for cattle-origin influenza A (H5N1) clade 2.3.4.4.b viruses.,40652001,10.1038/s41541-025-01207-9,2025,NPJ vaccines,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-40646293,Continuous vital sign monitoring of acute Lassa fever using wearable biosensor devices in West Africa.,40646293,10.1038/s43856-025-01002-6,2025,Communications medicine,current-program,yes,no,no,,,metadata_ingested
pmid-40641561,Novel FRMD6::PTH chimera in tumorous bone lesion carrying a t(4;11;14;12)(q35;p15;q22;q13).,40641561,10.3389/pore.2025.1612096,2025,Pathology oncology research : POR,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-40637229,A molecular switch at the yeast mitoribosomal tunnel exit controls cytochrome b synthesis.,40637229,10.1093/nar/gkaf634,2025,Nucleic acids research,pi-backlog,no,no,yes,HPMI,Melanie Ott,metadata_ingested
pmid-40637127,Amiodarone induced thyroid dysfunction: A high cumulative incidence in a nationwide cohort study in Iceland.,40637127,10.1111/joim.20115,2025,Journal of internal medicine,pi-backlog,no,no,yes,CViSB,Kristian Andersen,metadata_ingested
pmid-40633557,"Genetic Characterization of Highly Pathogenic Avian Influenza A(H5N1) Clade 2.3.4.4b, Antarctica, 2024.",40633557,10.3201/eid3108.250186,2025,Emerging infectious diseases,pi-backlog,no,no,yes,SYBIL,Rafael Medina,metadata_ingested
pmid-40632835,Adenovirus and mRNA vaccines as well as mucosal boosting improve protective efficacy against influenza virus challenge in macaques.,40632835,10.1126/scitranslmed.adu7646,2025,Science translational medicine,current-program,yes,no,no,,,metadata_ingested
pmid-40630536,Integration of Bulk RNA-seq Pipeline Metrics for Assessing Low-Quality Samples.,40630536,10.21203/rs.3.rs-6976695/v1,2025,Research square,current-program,yes,no,no,,,metadata_ingested
pmid-40627391,BIK polymorphism and proteasome regulation unveil host risk factor for severe influenza.,40627391,10.1073/pnas.2424367122,2025,Proceedings of the National Academy of Sciences of the United States of America,pi-backlog,no,no,yes,SYBIL,Adolfo Garcia-Sastre,metadata_ingested
pmid-40624354,"BEAST X for Bayesian phylogenetic, phylogeographic and phylodynamic inference.",40624354,10.1038/s41592-025-02751-x,2025,Nature methods,current-program,yes,no,no,,,metadata_ingested
pmid-40607324,Artificial Intelligence-Powered Insights into Polyclonality and Tumor Evolution.,40607324,10.34133/research.0765,2025,"Research (Washington, D.C.)",pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-40600473,Informatics at the Frontier of Cancer Research.,40600473,10.1158/0008-5472.CAN-24-2829,2025,Cancer research,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
pmid-40598493,Statistical and health economic analysis plan for a secure care hospital evaluation of manualised (interpersonal) art-psychotherapy: the SCHEMA randomized controlled trial.,40598493,10.1186/s13063-025-08934-3,2025,Trials,pi-backlog,no,no,yes,CViSB,Ryan McNamara,metadata_ingested
pmid-40593549,A genotype-to-drug diffusion model for generation of tailored anti-cancer small molecules.,40593549,10.1038/s41467-025-60763-9,2025,Nature communications,pi-backlog,no,no,yes,HPMI,Trey Ideker,metadata_ingested
